county,state,2020 Democrat vote raw,2020 Republican vote raw,Population with less than 9th grade education,"Population with 9th to 12th grade education, no diploma",High School graduate and equivalent,"Some College,No Degree",Associates Degree,Bachelors Degree,Graduate or professional degree,Gini Index,Mean income (dollars),Density per square km,Total Population,Hispanic or Latino percentage,NH-White percentage,NH-Black percentage,"Percentage engaged in Management, business, science, and arts occupations",Percentage engaged in Service Occupations,Percentage engaged in Sales and Office,Percentage engaged in Resources and Construction,Percentage engaged in Transportation,Label (County),Label (State)
Franklin County,arkansas,1300,5677,4.6,9.2,42.6,21.8,9.6,8.7,3.6,0.452,62.043,10.88,17097,2.87,88.91,0.46,29.08,16.61,17.14,12.44,24.72,Republican,Republican
Fulton County,arkansas,1035,3961,4.9,8.3,38.2,27.2,7.2,9.5,4.9,0.4215,53.748,7.61,12075,1.28,92.76,0.22,30.52,24.31,19.77,8.12,17.27,Republican,Republican
Garland County,arkansas,14045,29069,2.5,6.9,31.2,24.4,9.8,15.8,9.4,0.4606,73.126,56.99,100180,7.03,77.1,8.02,32.67,22.74,22.8,10.54,11.25,Republican,Republican
Grant County,arkansas,1268,6794,2.2,5.1,42.6,23.5,7.7,13.7,5.1,0.4555,88.493,11.01,17958,2.45,90.02,2.49,36.1,14.89,19.33,12.27,17.41,Republican,Republican
Greene County,arkansas,3058,12670,3.5,8.6,44.4,20.3,6.6,10.6,6.0,0.4283,67.548,30.73,45736,3.49,88.57,2.02,31.94,14.16,19.06,12.44,22.4,Republican,Republican
Hempstead County,arkansas,2138,4470,7.7,8.5,39.1,21.0,8.0,9.6,6.2,0.4728,62.956,10.64,20065,14.72,52.62,28.13,26.74,14.46,16.32,15.5,26.97,Republican,Republican
Hot Spring County,arkansas,3082,9202,2.6,8.9,39.3,25.3,8.4,10.1,5.4,0.4379,65.891,20.8,33040,3.83,79.36,10.44,30.44,19.47,19.92,13.47,16.69,Republican,Republican
Howard County,arkansas,1340,3367,4.3,7.3,42.9,21.0,9.6,9.9,5.1,0.4513,61.924,8.4,12785,11.87,62.43,20.54,27.23,17.48,16.62,15.03,23.65,Republican,Republican
Independence County,arkansas,2806,11250,4.0,9.2,38.6,22.9,8.2,11.6,5.5,0.4762,71.26,19.17,37938,8.59,83.06,2.19,28.83,17.5,20.02,12.71,20.94,Republican,Republican
Izard County,arkansas,1021,4631,4.5,12.2,34.5,22.6,7.2,13.3,5.6,0.4908,64.67,9.15,13577,2.4,89.67,1.89,36.87,13.38,15.29,14.0,20.46,Republican,Republican
Jackson County,arkansas,1365,3593,4.3,9.5,44.6,22.3,7.5,7.8,4.1,0.4721,57.912,10.23,16755,2.75,76.12,16.5,23.96,20.84,19.2,12.72,23.28,Republican,Republican
Jefferson County,arkansas,14981,9521,3.3,7.6,42.3,21.3,5.3,14.0,6.2,0.4686,64.705,29.63,67260,2.21,37.51,56.07,31.16,21.46,18.09,7.61,21.68,Democrat,Republican
Johnson County,arkansas,2283,6938,8.6,10.9,41.0,19.4,5.0,10.3,4.8,0.4456,56.684,15.14,25749,13.36,75.34,1.76,27.22,14.77,16.04,10.02,31.96,Republican,Republican
Lafayette County,arkansas,839,1757,9.3,9.6,48.4,16.3,5.8,7.2,3.4,0.4502,56.291,4.58,6308,2.3,61.35,32.39,30.93,15.64,19.92,13.02,20.48,Republican,Republican
Lawrence County,arkansas,1080,4569,6.0,11.8,37.5,24.6,7.1,8.7,4.2,0.459,62.355,10.68,16216,2.2,92.04,0.85,25.39,16.08,20.27,14.79,23.48,Republican,Republican
Lee County,arkansas,1423,1286,4.4,12.1,49.3,20.7,5.8,6.4,1.3,0.5628,56.868,5.58,8600,2.51,39.81,54.15,35.27,14.45,16.03,17.54,16.71,Democrat,Republican
Lincoln County,arkansas,1032,2729,5.6,10.9,50.7,20.1,4.5,5.5,2.7,0.4713,68.575,8.98,12941,4.78,63.27,28.2,29.38,14.59,21.02,15.32,19.69,Republican,Republican
Little River County,arkansas,1226,3715,2.1,7.3,45.5,21.1,8.1,11.6,4.3,0.4101,71.108,8.74,12026,3.4,71.45,17.99,29.96,14.67,18.25,14.17,22.95,Republican,Republican
Logan County,arkansas,1544,6441,3.2,8.6,43.7,22.1,8.0,9.1,5.3,0.4486,70.242,11.57,21131,3.03,87.96,1.06,28.54,16.66,18.11,11.6,25.09,Republican,Republican
Lonoke County,arkansas,6686,22884,3.1,7.0,37.1,22.2,10.6,13.3,6.6,0.4211,85.865,37.18,74015,4.88,81.87,5.88,35.69,13.31,23.71,13.72,13.56,Republican,Republican
Madison County,arkansas,1563,5658,4.6,10.4,49.5,18.8,4.4,8.3,4.0,0.4553,70.891,7.75,16521,5.39,85.19,0.22,26.42,17.03,18.82,18.14,19.6,Republican,Republican
Marion County,arkansas,1531,5783,4.4,7.9,37.2,27.0,8.2,9.0,6.2,0.4478,57.906,10.94,16826,2.25,91.61,0.12,29.96,13.95,17.44,11.37,27.28,Republican,Republican
Miller County,arkansas,4245,11920,4.3,9.0,38.0,25.5,7.6,9.0,6.6,0.482,66.142,26.41,42600,3.72,64.77,25.64,31.01,14.99,22.05,10.13,21.82,Republican,Republican
Mississippi County,arkansas,4558,7296,6.8,10.4,39.9,20.6,7.4,9.2,5.6,0.4905,71.494,17.27,40685,4.35,56.19,35.03,29.48,15.15,17.01,11.84,26.52,Republican,Republican
Monroe County,arkansas,1147,1545,7.0,12.8,41.1,18.7,6.2,9.8,4.4,0.4721,55.658,4.31,6799,2.74,52.04,40.46,27.35,18.21,17.6,8.54,28.3,Republican,Republican
Montgomery County,arkansas,731,3046,4.8,8.4,35.0,26.9,8.4,11.8,4.6,0.4501,61.955,4.23,8484,4.89,88.39,0.15,30.69,13.63,22.62,12.1,20.96,Republican,Republican
Nevada County,arkansas,1076,2133,4.6,5.8,49.8,20.9,7.9,8.4,2.5,0.4286,51.512,5.18,8310,4.26,61.91,29.28,20.84,27.93,21.71,10.77,18.76,Republican,Republican
Newton County,arkansas,709,3192,3.8,11.3,37.1,25.2,7.9,9.4,5.3,0.4184,65.087,3.41,7225,1.13,92.15,0.08,22.98,17.39,21.67,15.11,22.84,Republican,Republican
Ouachita County,arkansas,3995,5294,2.1,9.8,39.8,25.8,7.6,10.0,5.0,0.4365,62.145,11.91,22650,2.28,53.39,39.1,30.36,17.26,15.17,10.0,27.2,Republican,Republican
Perry County,arkansas,1012,3479,3.4,5.6,44.5,25.2,6.1,10.9,4.3,0.4202,69.28,7.04,10019,2.85,90.52,1.07,29.43,12.29,18.7,20.44,19.14,Republican,Republican
Phillips County,arkansas,3623,2417,5.8,12.2,31.2,23.5,12.0,9.6,5.7,0.499,54.223,9.16,16568,1.59,33.44,62.2,30.74,14.59,23.52,8.81,22.34,Democrat,Republican
Pike County,arkansas,644,3519,6.8,4.5,39.7,23.1,7.3,12.1,6.4,0.4871,69.106,6.56,10171,8.17,83.82,2.34,31.08,15.88,17.63,12.67,22.75,Republican,Republican
Poinsett County,arkansas,1424,5918,8.2,10.0,46.9,18.8,4.5,8.3,3.2,0.4723,60.498,11.71,22965,3.61,83.44,7.72,27.03,16.59,18.79,11.03,26.55,Republican,Republican
Polk County,arkansas,1246,7035,3.3,8.7,36.1,28.3,7.4,11.2,5.1,0.4974,72.33,8.73,19221,6.65,83.72,0.2,32.55,19.44,15.58,14.68,17.75,Republican,Republican
Pope County,arkansas,5772,18081,5.5,9.2,34.0,20.4,7.1,15.7,8.2,0.47,73.118,30.22,63381,10.12,78.95,3.25,32.46,17.1,19.43,9.61,21.41,Republican,Republican
Prairie County,arkansas,654,2786,6.5,7.9,42.0,21.2,6.4,9.9,6.0,0.4447,66.616,4.9,8282,1.75,83.6,11.13,31.51,16.57,23.36,10.87,17.69,Republican,Republican
Pulaski County,arkansas,101947,63687,2.8,5.1,25.3,21.6,8.1,21.8,15.3,0.517,90.292,202.8,399125,8.31,48.6,35.61,43.67,16.07,22.15,6.43,11.68,Democrat,Republican
Randolph County,arkansas,1215,5355,5.3,7.3,40.5,21.2,10.1,9.8,5.8,0.4367,61.004,11.03,18571,2.07,89.13,0.75,29.7,17.53,15.16,14.42,23.19,Republican,Republican
Saline County,arkansas,16060,39556,2.6,5.5,31.0,23.1,9.3,19.6,8.9,0.4065,89.502,66.17,123416,6.89,78.39,8.39,39.85,13.42,24.95,9.77,12.0,Republican,Republican
Scott County,arkansas,483,2962,6.1,10.0,41.7,21.7,8.4,9.2,2.8,0.4117,56.716,4.27,9836,7.6,81.65,0.32,26.67,14.83,19.2,12.09,27.21,Republican,Republican
Searcy County,arkansas,588,3365,7.4,10.6,39.1,20.0,7.9,11.1,3.8,0.4407,55.577,4.57,7828,1.79,90.6,0.06,32.45,15.9,20.65,9.6,21.4,Republican,Republican
Sebastian County,arkansas,14487,31198,6.5,8.5,30.2,23.5,7.4,15.1,8.9,0.5036,81.552,93.17,127799,15.12,64.78,6.17,34.51,16.21,21.11,7.94,20.22,Republican,Republican
Sevier County,arkansas,1116,3884,14.3,12.2,34.7,18.6,8.6,7.8,3.9,0.4771,70.91,10.9,15839,34.77,53.03,3.47,19.99,14.14,14.76,18.62,32.5,Republican,Republican
Sharp County,arkansas,1398,5938,4.0,11.4,40.9,25.7,6.4,7.5,4.0,0.4721,61.476,11.13,17271,2.1,91.07,0.66,26.32,20.01,22.67,13.05,17.95,Republican,Republican
St. Francis County,arkansas,3604,3242,5.1,10.7,41.9,21.8,7.2,7.4,5.8,0.4989,54.833,14.07,23090,2.97,39.87,54.14,25.78,20.16,19.49,14.27,20.31,Democrat,Republican
Stone County,arkansas,1180,4616,4.0,9.9,35.5,24.4,11.9,9.3,5.1,0.4481,50.387,7.89,12359,2.19,92.14,0.17,28.23,19.09,17.46,19.5,15.72,Republican,Republican
Union County,arkansas,5584,10478,3.0,9.8,38.2,22.1,8.4,12.3,6.2,0.4882,71.752,14.42,39054,4.49,58.65,32.44,32.04,18.29,20.63,10.31,18.73,Republican,Republican
Van Buren County,arkansas,1593,6034,5.6,10.0,40.3,20.5,6.9,10.4,6.3,0.4406,59.684,8.65,15796,3.17,90.65,0.45,26.02,20.84,18.3,12.16,22.68,Republican,Republican
Washington County,arkansas,43824,47504,7.1,5.9,27.7,18.4,6.5,20.1,14.3,0.483,89.423,101.43,245871,18.2,65.3,3.39,41.37,15.83,19.24,9.15,14.42,Republican,Republican
White County,arkansas,5978,24182,4.3,9.4,40.1,17.0,8.8,12.0,8.5,0.4621,70.736,28.8,76822,4.55,83.78,4.79,33.59,17.45,18.79,11.25,18.92,Republican,Republican
Woodruff County,arkansas,856,1543,4.2,11.4,48.0,11.5,8.4,8.5,8.0,0.4832,66.258,4.12,6269,1.53,67.55,25.54,31.9,19.73,21.48,8.06,18.82,Republican,Republican
Yell County,arkansas,1284,5226,8.8,13.8,37.9,19.0,6.7,9.4,4.4,0.4043,66.319,8.44,20263,20.75,72.6,1.12,23.0,19.61,17.41,11.53,28.44,Republican,Republican
Alameda County,california,617659,136309,5.9,4.8,16.2,15.7,6.4,28.8,22.2,0.4694,76.763,871.11,1682353,23.4,28.07,9.48,54.08,13.77,16.95,5.68,9.52,Democrat,Democrat
Alpine County,california,476,244,4.1,2.6,20.1,24.1,9.5,23.2,16.4,0.5733,76.763,0.79,1204,6.98,66.53,0.83,47.68,9.91,20.28,7.28,14.86,Democrat,Democrat
Amador County,california,8153,13585,2.6,6.9,28.8,27.2,13.9,14.4,6.2,0.4569,99.147,26.35,40474,14.86,73.44,3.0,34.7,23.63,19.28,12.26,10.12,Republican,Democrat
Butte County,california,50426,48730,3.5,6.2,22.3,26.8,10.4,20.2,10.6,0.4831,92.479,50.4,211632,18.95,65.99,1.57,38.61,20.97,21.59,8.45,10.38,Democrat,Democrat
Calaveras County,california,10046,16518,1.6,5.9,31.3,29.2,10.7,14.5,6.9,0.4278,97.04,17.29,45292,12.95,76.54,0.74,31.79,26.2,21.66,11.56,8.78,Republican,Democrat
Colusa County,california,3234,4554,18.0,8.7,29.3,19.5,10.2,10.9,3.4,0.4622,91.248,7.32,21839,61.71,31.78,0.83,23.92,15.39,16.16,23.73,20.81,Republican,Democrat
Contra Costa County,california,416386,152877,5.3,5.0,17.6,19.4,8.3,27.2,17.3,0.4713,76.763,626.17,1165927,27.01,39.06,8.4,47.15,16.69,19.71,7.54,8.92,Democrat,Democrat
Del Norte County,california,4677,6461,4.8,12.0,28.0,28.0,9.5,11.1,6.6,0.4318,79.344,10.54,27743,19.18,58.62,3.03,31.67,30.47,18.31,11.18,8.37,Republican,Democrat
El Dorado County,california,51621,61838,2.1,3.2,20.6,25.2,11.0,25.2,12.7,0.4803,76.763,43.34,191185,13.84,73.3,0.75,44.29,19.09,19.98,9.07,7.57,Republican,Democrat
Fresno County,california,193025,164464,12.2,9.6,22.7,23.1,9.0,15.5,7.9,0.473,91.924,65.34,1008654,53.61,26.96,4.39,32.64,19.27,20.07,13.95,14.07,Democrat,Democrat
Glenn County,california,3995,7063,13.2,9.0,31.3,23.0,8.6,11.5,3.4,0.414,78.523,8.42,28917,43.37,48.06,0.48,24.04,16.98,20.65,19.85,18.48,Republican,Democrat
Humboldt County,california,44768,21770,2.5,6.2,23.7,26.8,9.8,20.3,10.8,0.4811,81.887,14.73,136463,13.58,68.38,1.27,36.58,21.43,20.02,10.37,11.59,Democrat,Democrat
Imperial County,california,34678,20847,14.3,14.4,25.3,22.5,7.6,11.8,4.1,0.4589,72.923,16.61,179702,85.16,9.36,2.14,25.02,27.0,19.69,15.25,13.04,Democrat,Democrat
Inyo County,california,4634,4620,2.8,4.1,28.0,27.0,9.2,17.4,11.6,0.4487,83.422,0.71,19016,23.13,58.03,0.45,36.71,21.49,25.94,9.81,6.05,Democrat,Democrat
Kern County,california,133366,164484,12.8,10.6,27.4,23.0,7.8,12.1,6.2,0.4695,87.915,43.04,909235,54.9,30.75,5.14,29.14,18.55,18.79,18.86,14.66,Republican,Democrat
Kings County,california,18699,24072,13.2,12.3,27.0,23.7,9.0,10.0,4.7,0.4126,85.04,42.33,152486,56.8,29.09,5.44,25.44,20.75,17.26,20.33,16.21,Republican,Democrat
Lake County,california,14941,13123,4.9,8.5,28.4,27.8,12.2,12.1,6.1,0.4904,83.917,20.93,68163,22.65,64.85,1.7,30.72,24.85,18.51,14.85,11.07,Democrat,Democrat
Lassen County,california,2799,8970,5.5,14.0,31.9,27.4,9.0,9.0,3.1,0.4179,76.595,2.71,32730,23.01,59.68,6.86,29.65,25.08,18.91,11.01,15.34,Republican,Democrat
Los Angeles County,california,3028885,1145530,11.7,8.0,20.4,18.2,7.0,22.3,12.3,0.4982,76.763,944.91,10014009,47.98,25.6,7.6,40.19,18.2,20.88,7.63,13.1,Democrat,Democrat
Madera County,california,23168,29378,16.5,11.4,23.1,24.2,7.6,11.6,5.5,0.4535,94.764,28.41,156255,59.63,30.97,2.64,28.15,17.93,17.66,21.73,14.52,Republican,Democrat
Marin County,california,128288,24612,4.1,2.5,10.3,15.6,6.3,34.1,27.1,0.5157,76.763,193.36,262321,18.84,66.01,2.33,56.79,13.34,19.71,5.53,4.64,Democrat,Democrat
Mariposa County,california,4088,5950,2.2,6.0,21.8,30.4,10.7,19.5,9.4,0.4371,79.433,4.56,17131,12.49,74.94,0.61,34.03,27.14,19.39,10.82,8.62,Republican,Democrat
Mendocino County,california,28782,13267,6.2,7.0,25.5,27.7,9.6,14.4,9.6,0.4805,86.87,10.04,91601,26.13,61.36,0.66,31.12,22.28,22.26,12.94,11.4,Democrat,Democrat
Merced County,california,48991,39397,16.8,11.8,27.8,21.3,7.7,10.2,4.5,0.4581,86.076,56.24,281202,61.83,24.44,2.91,25.68,17.33,17.28,19.71,20.0,Democrat,Democrat
Modoc County,california,1150,3109,5.0,6.7,29.4,26.5,8.6,16.3,7.5,0.4073,68.08,0.85,8700,14.47,74.09,0.76,42.03,22.11,17.79,12.42,5.65,Republican,Democrat
Mono County,california,4013,2513,6.5,6.4,19.9,25.1,10.4,19.7,12.0,0.4089,76.763,1.67,13195,26.58,65.77,0.52,41.23,25.35,12.96,11.87,8.6,Democrat,Democrat
Monterey County,california,113953,46299,17.2,9.4,20.4,17.6,8.3,16.3,10.8,0.4596,76.763,51.49,439035,60.43,27.35,2.06,31.81,19.4,18.4,18.62,11.78,Democrat,Democrat
Napa County,california,49817,20676,9.8,5.8,17.4,20.5,8.7,24.5,13.4,0.4757,76.763,70.54,138019,35.38,49.93,1.67,38.92,19.76,19.63,10.28,11.41,Democrat,Democrat
Nevada County,california,36359,26779,1.6,3.3,19.9,26.5,9.9,25.1,13.7,0.4727,76.763,41.25,102241,10.19,80.99,0.41,43.48,18.24,20.87,10.19,7.22,Democrat,Democrat
Orange County,california,814009,676498,7.3,5.9,17.3,19.2,7.6,26.9,15.8,0.468,76.763,1546.25,3186989,34.1,37.61,1.55,45.64,16.39,21.75,6.09,10.13,Democrat,Democrat
Placer County,california,106869,122488,2.0,3.1,17.4,23.9,11.2,27.7,14.8,0.4445,76.763,111.57,404739,14.98,67.32,1.59,49.05,15.83,21.91,6.15,7.07,Republican,Democrat
Plumas County,california,4561,6445,2.2,3.7,27.5,35.3,10.1,14.6,6.6,0.4703,95.94,2.97,19790,9.59,80.84,0.52,34.37,25.05,17.4,10.39,12.79,Republican,Democrat
Riverside County,california,527945,448702,9.0,7.9,26.8,23.7,8.6,15.4,8.7,0.4476,76.763,130.11,2418185,49.72,32.6,6.07,31.97,19.86,22.05,11.16,14.96,Democrat,Democrat
Sacramento County,california,440808,259405,6.1,5.5,21.9,24.1,9.8,21.1,11.5,0.4444,76.763,631.67,1585055,23.62,41.03,9.19,40.91,18.19,21.83,7.65,11.42,Democrat,Democrat
San Benito County,california,17628,10590,9.9,6.4,26.5,24.4,10.7,15.8,6.2,0.4065,76.763,18.0,64209,61.11,30.81,0.75,30.45,18.56,20.57,15.68,14.74,Democrat,Democrat
San Bernardino County,california,455859,366257,8.5,10.1,27.2,23.3,8.4,14.5,7.9,0.439,76.763,41.95,2181654,53.67,25.95,7.94,30.96,17.98,21.19,10.1,19.77,Democrat,Democrat
San Diego County,california,964650,600094,6.0,5.3,18.1,21.2,8.4,25.0,16.1,0.4602,76.763,301.67,3298634,33.94,43.11,4.4,45.37,17.95,19.64,7.23,9.81,Democrat,Democrat
San Francisco County,california,378156,56417,6.9,4.3,11.6,12.2,5.3,35.1,24.7,0.5172,76.763,7036.26,873965,15.65,39.05,5.16,62.05,13.45,16.16,2.78,5.56,Democrat,Democrat
San Joaquin County,california,161137,121098,11.4,8.4,28.4,22.2,9.4,13.8,6.5,0.4434,76.763,216.16,779233,41.8,27.66,7.3,30.08,17.89,19.49,13.81,18.74,Democrat,Democrat
San Luis Obispo County,california,88310,67436,3.4,4.6,18.7,25.0,10.4,23.9,14.1,0.4724,76.763,32.95,282424,24.05,64.96,1.53,40.81,19.45,20.83,9.73,9.18,Democrat,Democrat
San Mateo County,california,291410,75563,5.5,3.9,14.9,16.0,6.9,29.4,23.5,0.493,76.763,649.16,764442,25.04,36.09,1.92,53.69,15.19,17.26,5.95,7.92,Democrat,Democrat
Santa Barbara County,california,129963,65736,11.3,6.6,17.2,20.7,8.5,21.3,14.4,0.4886,76.763,62.88,448229,46.98,41.22,1.44,38.88,20.08,18.18,13.28,9.59,Democrat,Democrat
Santa Clara County,california,617967,214612,6.3,4.4,13.5,13.8,6.7,28.1,27.2,0.4741,76.763,573.23,1936259,25.17,28.7,2.18,57.78,13.6,15.31,5.57,7.73,Democrat,Democrat
Santa Cruz County,california,114246,26937,7.2,4.1,15.8,22.1,8.3,24.6,17.9,0.4818,76.763,232.97,270861,34.81,53.74,1.05,46.7,16.75,17.99,9.68,8.87,Democrat,Democrat
Shasta County,california,30000,60789,2.1,6.1,25.8,31.4,12.0,15.3,7.4,0.4601,91.289,18.6,182155,10.83,75.15,0.97,37.07,21.64,21.02,9.89,10.37,Republican,Democrat
Sierra County,california,730,1142,2.8,3.6,33.0,28.2,8.4,11.8,12.1,0.4793,89.205,1.18,3236,11.65,80.81,0.22,51.17,11.75,17.38,10.46,9.25,Republican,Democrat
Siskiyou County,california,9593,13290,3.7,5.8,27.0,28.8,12.8,14.9,7.1,0.4913,76.371,2.71,44076,12.54,72.73,1.07,33.44,24.48,17.99,12.71,11.39,Republican,Democrat
Solano County,california,131639,69306,5.5,5.6,23.8,26.4,10.5,19.3,8.9,0.4207,76.763,211.9,453491,28.26,34.21,13.24,34.48,19.37,21.96,10.5,13.69,Democrat,Democrat
Sonoma County,california,199938,61825,5.9,4.9,18.1,23.9,9.4,23.3,14.5,0.4588,76.763,119.71,488863,28.93,58.46,1.46,41.29,18.68,20.19,10.17,9.66,Democrat,Democrat
Stanislaus County,california,105841,104145,10.9,8.8,30.1,24.1,7.9,12.6,5.6,0.4418,97.409,142.47,552878,48.11,37.6,2.59,29.45,18.28,19.36,14.04,18.87,Democrat,Democrat
Sutter County,california,17367,24375,10.4,10.0,24.1,24.8,10.0,14.0,6.7,0.4606,76.763,63.49,99633,31.68,41.52,1.78,29.44,19.82,20.03,15.9,14.81,Republican,Democrat
Tehama County,california,8911,19141,5.4,7.5,30.1,28.5,10.4,13.2,4.9,0.5057,87.477,8.57,65829,27.25,62.8,0.59,26.09,19.35,22.61,15.36,16.59,Republican,Democrat
Trinity County,california,2851,3188,1.4,3.3,44.6,25.5,6.0,11.7,7.5,0.511,73.3,1.93,16112,5.82,70.59,0.41,35.98,25.83,11.88,17.33,8.98,Republican,Democrat
Tulare County,california,66105,77579,16.7,9.9,26.4,22.4,9.2,10.1,5.5,0.4524,85.832,37.89,473117,65.5,26.43,1.13,26.61,18.77,18.82,20.28,15.52,Republican,Democrat
Tuolumne County,california,11978,17689,1.6,5.9,24.7,32.3,11.0,16.5,7.9,0.4533,94.641,9.56,55620,12.81,75.97,1.78,37.15,25.43,17.61,9.64,10.17,Republican,Democrat
Ventura County,california,251388,162207,8.7,5.9,19.7,20.9,10.1,21.8,12.9,0.4497,76.763,176.61,843843,43.29,42.76,1.62,39.49,17.45,20.51,11.77,10.79,Democrat,Democrat
Yolo County,california,67598,27292,7.0,5.1,18.0,19.1,7.5,22.4,20.9,0.4885,76.763,82.76,216403,33.13,43.4,2.64,46.29,17.16,16.47,9.01,11.08,Democrat,Democrat
Yuba County,california,11230,17676,8.0,9.3,25.4,29.3,10.6,11.5,5.9,0.4377,85.286,49.91,81575,28.83,51.18,3.47,31.09,19.85,19.11,15.17,14.77,Republican,Democrat
Adams County,colorado,134202,95657,6.9,8.3,28.7,20.4,8.5,18.5,8.7,0.4068,76.763,172.13,519572,41.7,46.06,3.09,33.54,16.59,21.32,13.3,15.26,Democrat,Democrat
Alamosa County,colorado,3759,3813,5.6,4.6,27.7,25.2,8.7,15.8,12.4,0.474,74.983,8.79,16376,47.03,45.74,1.29,34.09,17.31,23.95,15.31,9.35,Republican,Democrat
Arapahoe County,colorado,213607,127323,3.6,4.2,19.4,19.5,8.4,27.8,17.1,0.4571,76.763,316.69,655070,20.72,56.18,10.4,44.95,15.27,21.06,7.87,10.85,Democrat,Democrat
Archuleta County,colorado,3738,5189,1.5,4.0,24.0,25.5,5.6,24.4,15.1,0.4427,90.766,3.86,13359,16.16,76.17,0.31,35.86,23.42,16.29,15.94,8.5,Republican,Democrat
Baca County,colorado,317,1867,4.4,9.8,30.8,20.2,10.4,17.7,6.6,0.4898,63.674,0.53,3506,9.87,83.17,0.54,45.92,14.93,11.65,17.07,10.44,Republican,Democrat
Bent County,colorado,732,1503,4.6,12.0,43.1,16.6,8.3,9.6,5.9,0.4315,56.392,1.42,5650,31.15,58.67,4.51,31.51,21.76,16.65,14.98,15.1,Republican,Democrat
Boulder County,colorado,159089,42501,1.9,2.3,11.2,14.9,6.3,34.6,28.6,0.4881,76.763,174.69,330758,14.56,74.13,0.95,56.01,13.73,17.72,4.99,7.54,Democrat,Democrat
Broomfield County,colorado,29077,16295,1.0,2.7,12.5,16.1,9.3,35.4,23.0,0.404,76.763,865.98,74112,13.38,72.73,1.25,59.29,11.73,18.22,4.2,6.58,Democrat,Democrat
Chaffee County,colorado,7160,6222,2.4,4.5,24.7,18.9,8.0,24.1,17.3,0.4385,87.722,7.45,19476,9.45,83.15,1.51,43.59,19.63,21.57,9.86,5.35,Democrat,Democrat
Cheyenne County,colorado,131,993,2.2,4.8,31.3,27.9,10.3,16.0,7.4,0.4273,84.245,0.37,1748,11.78,84.1,0.06,46.61,11.29,11.74,20.99,9.37,Republican,Democrat
Clear Creek County,colorado,3604,2754,1.1,2.3,18.7,16.6,6.3,28.8,26.2,0.4376,76.763,9.19,9397,6.9,86.72,0.52,47.07,19.27,18.41,8.64,6.62,Democrat,Democrat
Conejos County,colorado,1959,2286,4.8,5.5,33.0,23.6,8.5,16.4,8.2,0.4386,60.46,2.27,7461,50.65,46.44,0.19,30.95,16.01,22.57,16.11,14.35,Republican,Democrat
Costilla County,colorado,1311,741,5.8,5.8,30.4,27.3,7.0,16.9,6.8,0.5034,51.216,1.11,3499,56.82,35.27,0.94,31.81,10.41,24.17,19.04,14.56,Democrat,Democrat
Crowley County,colorado,437,1271,6.8,12.2,43.8,16.6,7.9,9.2,3.5,0.4834,54.258,2.84,5922,27.15,58.05,8.61,30.59,23.29,15.61,10.01,20.52,Republican,Democrat
Custer County,colorado,1112,2474,0.6,2.5,21.0,30.2,9.2,22.5,13.9,0.421,83.884,2.55,4704,3.78,89.54,0.21,38.22,11.39,18.04,21.99,10.36,Republican,Democrat
Delta County,colorado,5887,13081,3.0,7.0,36.6,22.2,6.7,16.2,8.3,0.4666,77.809,10.54,31196,13.88,79.84,0.39,31.88,18.19,20.31,15.7,13.93,Republican,Democrat
Denver County,colorado,313293,71618,4.6,4.9,15.4,15.6,5.4,33.2,21.1,0.4871,76.763,1792.87,715522,27.88,54.33,8.54,53.42,13.92,18.21,6.64,7.82,Democrat,Democrat
Dolores County,colorado,341,1089,1.9,2.8,39.6,22.2,7.1,15.7,10.6,0.4362,81.392,0.84,2326,7.57,83.83,0.77,52.1,14.26,10.53,15.66,7.46,Republican,Democrat
Douglas County,colorado,104653,121270,0.9,1.2,12.0,18.1,7.8,38.7,21.3,0.3976,76.763,165.39,357978,9.53,77.87,1.34,57.22,11.56,21.39,4.16,5.67,Republican,Democrat
Eagle County,colorado,18588,9892,4.1,3.5,16.8,14.4,9.3,35.1,16.7,0.4881,76.763,12.76,55731,30.25,64.96,0.53,41.99,20.9,19.32,11.15,6.64,Democrat,Democrat
El Paso County,colorado,161941,202828,1.9,3.3,19.8,23.8,11.1,24.5,15.7,0.4301,76.763,132.61,730395,17.8,65.78,5.58,44.9,16.51,20.6,8.38,9.62,Republican,Democrat
Elbert County,colorado,4490,14027,1.4,1.9,24.8,24.9,11.5,25.5,10.1,0.4063,76.763,5.52,26062,7.93,85.12,0.47,45.71,16.15,17.3,12.68,8.17,Republican,Democrat
Fremont County,colorado,7369,17517,2.7,7.5,38.4,22.8,8.4,14.0,6.2,0.4666,75.869,12.36,48939,12.36,77.06,3.7,33.01,24.03,19.67,11.47,11.82,Republican,Democrat
Garfield County,colorado,15427,14717,5.3,5.4,24.2,22.3,9.1,21.7,12.0,0.4178,76.763,8.08,61685,31.72,62.63,0.45,34.16,20.17,22.04,13.32,10.31,Democrat,Democrat
Gilpin County,colorado,2223,1833,0.3,5.2,16.7,20.7,13.2,20.9,23.0,0.4626,76.763,15.07,5808,6.54,85.26,0.55,49.47,17.8,20.06,6.49,6.18,Democrat,Democrat
Grand County,colorado,4710,4883,1.7,3.6,28.2,22.0,6.6,22.0,15.8,0.4225,97.139,3.29,15717,9.75,85.48,0.38,34.78,18.02,23.42,15.51,8.26,Republican,Democrat
